author,title,rating,description,source,buy_link
Sharon Creech,Ruby Holler,4.01,Book by Sharon Creech,goodbooks,https://www.amazon.in/s?k=Ruby+Holler
Jen Lancaster,"My Fair Lazy: One Reality Television Addict's Attempt to Discover If Not Being A Dumb Ass Is the New Black, or, a Culture-Up Manifesto",3.91,Book by Jen Lancaster,goodbooks,"https://www.amazon.in/s?k=My+Fair+Lazy:+One+Reality+Television+Addict's+Attempt+to+Discover+If+Not+Being+A+Dumb+Ass+Is+the+New+Black,+or,+a+Culture-Up+Manifesto"
Bernard Cornwell,"The Pagan Lord (The Saxon Stories, #7)",4.34,Book by Bernard Cornwell,goodbooks,"https://www.amazon.in/s?k=The+Pagan+Lord+(The+Saxon+Stories,+#7)"
"Zig Ziglar, Al Mayton",See You at the Top,4.25,"Book by Zig Ziglar, Al Mayton",goodbooks,https://www.amazon.in/s?k=See+You+at+the+Top
Ian McGuire,The North Water,4.01,Book by Ian McGuire,goodbooks,https://www.amazon.in/s?k=The+North+Water
Greg Bear,"The Forge of God (Forge of God, #1)",3.86,Book by Greg Bear,goodbooks,"https://www.amazon.in/s?k=The+Forge+of+God+(Forge+of+God,+#1)"
Robert Dugoni,"In the Clearing (Tracy Crosswhite, #3)",4.25,Book by Robert Dugoni,goodbooks,"https://www.amazon.in/s?k=In+the+Clearing+(Tracy+Crosswhite,+#3)"
Brad Thor,"Hidden Order (Scot Harvath, #12)",4.1,Book by Brad Thor,goodbooks,"https://www.amazon.in/s?k=Hidden+Order+(Scot+Harvath,+#12)"
Alison Weir,Eleanor of Aquitaine: A Life ,3.97,Book by Alison Weir,goodbooks,https://www.amazon.in/s?k=Eleanor+of+Aquitaine:+A+Life
"Aeschylus, Judith Affleck, Philip de May, Patricia E. Easterling, John     Harrison","Agamemnon (Oresteia, #1)",3.82,"Book by Aeschylus, Judith Affleck, Philip de May, Patricia E. Easterling, John     Harrison",goodbooks,"https://www.amazon.in/s?k=Agamemnon+(Oresteia,+#1)"
Kevin Hearne,"Staked (The Iron Druid Chronicles, #8)",4.23,Book by Kevin Hearne,goodbooks,"https://www.amazon.in/s?k=Staked+(The+Iron+Druid+Chronicles,+#8)"
"David Baggett, Shawn E. Klein",Harry Potter and Philosophy: If Aristotle Ran Hogwarts,4.45,"Book by David Baggett, Shawn E. Klein",goodbooks,https://www.amazon.in/s?k=Harry+Potter+and+Philosophy:+If+Aristotle+Ran+Hogwarts
Maya Banks,"Sweet Persuasion (Sweet, #2)",4.09,Book by Maya Banks,goodbooks,"https://www.amazon.in/s?k=Sweet+Persuasion+(Sweet,+#2)"
"P.C. Cast, Kristin Cast","Redeemed (House of Night, #12)",3.95,"Book by P.C. Cast, Kristin Cast",goodbooks,"https://www.amazon.in/s?k=Redeemed+(House+of+Night,+#12)"
Henry Marsh,"Do No Harm: Stories of Life, Death and Brain Surgery",4.22,Book by Henry Marsh,goodbooks,"https://www.amazon.in/s?k=Do+No+Harm:+Stories+of+Life,+Death+and+Brain+Surgery"
Max Barry,Jennifer Government,3.65,Book by Max Barry,goodbooks,https://www.amazon.in/s?k=Jennifer+Government
David Baldacci,The Christmas Train,3.56,Book by David Baldacci,goodbooks,https://www.amazon.in/s?k=The+Christmas+Train
Christine Feehan,"Dark Destiny (Dark, #13)",4.29,Book by Christine Feehan,goodbooks,"https://www.amazon.in/s?k=Dark+Destiny+(Dark,+#13)"
"Frank Miller, Lynn Varley","Batman: The Dark Knight Strikes Again (The Dark Knight Saga, #2)",3.21,"Book by Frank Miller, Lynn Varley",goodbooks,"https://www.amazon.in/s?k=Batman:+The+Dark+Knight+Strikes+Again+(The+Dark+Knight+Saga,+#2)"
Katharine Hepburn,Me: Stories of My Life,3.87,Book by Katharine Hepburn,goodbooks,https://www.amazon.in/s?k=Me:+Stories+of+My+Life
Neil A. Fiore,The Now Habit: A Strategic Program for Overcoming Procrastination and Enjoying Guilt-Free Play,3.88,Book by Neil A. Fiore,goodbooks,https://www.amazon.in/s?k=The+Now+Habit:+A+Strategic+Program+for+Overcoming+Procrastination+and+Enjoying+Guilt-Free+Play
Anna Todd,"After Ever Happy (After, #4)",4.08,Book by Anna Todd,goodbooks,"https://www.amazon.in/s?k=After+Ever+Happy+(After,+#4)"
Joel C. Rosenberg,The Auschwitz Escape,4.32,Book by Joel C. Rosenberg,goodbooks,https://www.amazon.in/s?k=The+Auschwitz+Escape
Bill Bryson,Made in America: An Informal History of the English Language in the United States,3.89,Book by Bill Bryson,goodbooks,https://www.amazon.in/s?k=Made+in+America:+An+Informal+History+of+the+English+Language+in+the+United+States
"Alice  Miller, Ruth Ward",The Drama of the Gifted Child: The Search for the True Self,4.09,"Book by Alice  Miller, Ruth Ward",goodbooks,https://www.amazon.in/s?k=The+Drama+of+the+Gifted+Child:+The+Search+for+the+True+Self
Dale Wasserman,One Flew Over the Cuckoo's Nest,4.28,Book by Dale Wasserman,goodbooks,https://www.amazon.in/s?k=One+Flew+Over+the+Cuckoo's+Nest
H.P. Lovecraft,The Case of Charles Dexter Ward,4.2,Book by H.P. Lovecraft,goodbooks,https://www.amazon.in/s?k=The+Case+of+Charles+Dexter+Ward
Austin Grossman,Soon I Will Be Invincible,3.68,Book by Austin Grossman,goodbooks,https://www.amazon.in/s?k=Soon+I+Will+Be+Invincible
Janet Fitch,Paint it Black,3.47,Book by Janet Fitch,goodbooks,https://www.amazon.in/s?k=Paint+it+Black
Karen Kingsbury,"Ever After (Lost Love, #2)",4.31,Book by Karen Kingsbury,goodbooks,"https://www.amazon.in/s?k=Ever+After+(Lost+Love,+#2)"
Graham Swift,Last Orders,3.68,Book by Graham Swift,goodbooks,https://www.amazon.in/s?k=Last+Orders
"Roland Barthes, Annette Lavers",Mythologies,4.11,"Book by Roland Barthes, Annette Lavers",goodbooks,https://www.amazon.in/s?k=Mythologies
"Aristotle, Malcolm Heath",Poetics,3.81,"Book by Aristotle, Malcolm Heath",goodbooks,https://www.amazon.in/s?k=Poetics
Melanie Gideon,Wife 22,3.51,Book by Melanie Gideon,goodbooks,https://www.amazon.in/s?k=Wife+22
Colleen Oakley,Before I Go,3.79,Book by Colleen Oakley,goodbooks,https://www.amazon.in/s?k=Before+I+Go
Mike Lupica,Travel Team,4.06,Book by Mike Lupica,goodbooks,https://www.amazon.in/s?k=Travel+Team
Susan Cooper,The Dark Is Rising Sequence  (The Dark Is Rising #1-5),4.29,Book by Susan Cooper,goodbooks,https://www.amazon.in/s?k=The+Dark+Is+Rising+Sequence+(The+Dark+Is+Rising+#1-5)
Margot Livesey,The Flight of Gemma Hardy,3.59,Book by Margot Livesey,goodbooks,https://www.amazon.in/s?k=The+Flight+of+Gemma+Hardy
Ted Dekker,"Saint (Paradise, #2)",4.04,Book by Ted Dekker,goodbooks,"https://www.amazon.in/s?k=Saint+(Paradise,+#2)"
"Immanuel Kant, Mary J. Gregor, Christine M. Korsgaard",Groundwork of the Metaphysics of Morals,3.78,"Book by Immanuel Kant, Mary J. Gregor, Christine M. Korsgaard",goodbooks,https://www.amazon.in/s?k=Groundwork+of+the+Metaphysics+of+Morals
"Douglas Preston, Lincoln Child","Crimson Shore (Pendergast, #15)",4.0,"Book by Douglas Preston, Lincoln Child",goodbooks,"https://www.amazon.in/s?k=Crimson+Shore+(Pendergast,+#15)"
Theodore Sturgeon,More Than Human,3.98,Book by Theodore Sturgeon,goodbooks,https://www.amazon.in/s?k=More+Than+Human
"James Patterson, Michael Ledwidge","Burn (Michael Bennett, #7)",3.88,"Book by James Patterson, Michael Ledwidge",goodbooks,"https://www.amazon.in/s?k=Burn+(Michael+Bennett,+#7)"
Donna Russo Morin,The King's Agent,3.81,Book by Donna Russo Morin,goodbooks,https://www.amazon.in/s?k=The+King's+Agent
Dee Henderson,The Healer (O'Malley #5),4.4,Book by Dee Henderson,goodbooks,https://www.amazon.in/s?k=The+Healer+(O'Malley+#5)
Ernest Hemingway,Islands in the Stream,3.86,Book by Ernest Hemingway,goodbooks,https://www.amazon.in/s?k=Islands+in+the+Stream
Dee Henderson,The Guardian (O'Malley #2),4.4,Book by Dee Henderson,goodbooks,https://www.amazon.in/s?k=The+Guardian+(O'Malley+#2)
Bisco Hatori,"Ouran High School Host Club, Vol. 15 (Ouran High School Host Club, #15)",4.54,Book by Bisco Hatori,goodbooks,"https://www.amazon.in/s?k=Ouran+High+School+Host+Club,+Vol.+15+(Ouran+High+School+Host+Club,+#15)"
"Erlend Loe, Tor Ketil Solberg",Naïve. Super,3.89,"Book by Erlend Loe, Tor Ketil Solberg",goodbooks,https://www.amazon.in/s?k=Naïve.+Super
"Meca Tanaka, 田中メカ",キスよりも早く1 [Kisu Yorimo Hayaku 1] (Faster than a Kiss #1),4.23,"Book by Meca Tanaka, 田中メカ",goodbooks,https://www.amazon.in/s?k=キスよりも早く1+[Kisu+Yorimo+Hayaku+1]+(Faster+than+a+Kiss+#1)
Andy Andrews,"The Noticer: Sometimes, All a Person Needs Is a Little Perspective",4.17,Book by Andy Andrews,goodbooks,"https://www.amazon.in/s?k=The+Noticer:+Sometimes,+All+a+Person+Needs+Is+a+Little+Perspective"
Iris Murdoch,Under the Net,3.76,Book by Iris Murdoch,goodbooks,https://www.amazon.in/s?k=Under+the+Net
John Lanchester,Capital,3.68,Book by John Lanchester,goodbooks,https://www.amazon.in/s?k=Capital
"P.C. Cast, Kristin Cast","Lenobia's Vow (House of Night Novellas, #2)",4.16,"Book by P.C. Cast, Kristin Cast",goodbooks,"https://www.amazon.in/s?k=Lenobia's+Vow+(House+of+Night+Novellas,+#2)"
Elle Kennedy,"The Goal (Off-Campus, #4)",4.05,Book by Elle Kennedy,goodbooks,"https://www.amazon.in/s?k=The+Goal+(Off-Campus,+#4)"
Eoin Colfer,"Artemis Fowl Boxed Set, Bks 1-5 (Artemis Fowl, #1-5)",4.29,Book by Eoin Colfer,goodbooks,"https://www.amazon.in/s?k=Artemis+Fowl+Boxed+Set,+Bks+1-5+(Artemis+Fowl,+#1-5)"
Shana Norris,"The Boyfriend Thief (Stolen Kiss, #1)",3.74,Book by Shana Norris,goodbooks,"https://www.amazon.in/s?k=The+Boyfriend+Thief+(Stolen+Kiss,+#1)"
Peter  May,"The Lewis Man (The Lewis Trilogy, #2)",4.2,Book by Peter  May,goodbooks,"https://www.amazon.in/s?k=The+Lewis+Man+(The+Lewis+Trilogy,+#2)"
Terry Brooks,"The Elves of Cintra (Genesis of Shannara, #2)",4.09,Book by Terry Brooks,goodbooks,"https://www.amazon.in/s?k=The+Elves+of+Cintra+(Genesis+of+Shannara,+#2)"
Trudi Canavan,"Priestess of the White (Age of the Five, #1)",3.84,Book by Trudi Canavan,goodbooks,"https://www.amazon.in/s?k=Priestess+of+the+White+(Age+of+the+Five,+#1)"
Jessica Sorensen,"The Vision (Fallen Star, #3)",4.15,Book by Jessica Sorensen,goodbooks,"https://www.amazon.in/s?k=The+Vision+(Fallen+Star,+#3)"
Robert Ludlum,The Gemini Contenders,3.87,Book by Robert Ludlum,goodbooks,https://www.amazon.in/s?k=The+Gemini+Contenders
Conn Iggulden,"The Field of Swords (Emperor, #3)",4.26,Book by Conn Iggulden,goodbooks,"https://www.amazon.in/s?k=The+Field+of+Swords+(Emperor,+#3)"
Blake Crouch,Abandon,3.74,Book by Blake Crouch,goodbooks,https://www.amazon.in/s?k=Abandon
Linda Fairstein,"Final Jeopardy (Alexandra Cooper, #1)",3.9,Book by Linda Fairstein,goodbooks,"https://www.amazon.in/s?k=Final+Jeopardy+(Alexandra+Cooper,+#1)"
Jay Winik,April 1865: The Month That Saved America,4.15,Book by Jay Winik,goodbooks,https://www.amazon.in/s?k=April+1865:+The+Month+That+Saved+America
Jessica Verday,"The Haunted (The Hollow, #2)",4.15,Book by Jessica Verday,goodbooks,"https://www.amazon.in/s?k=The+Haunted+(The+Hollow,+#2)"
Dee Henderson,The Protector (O'Malley #4),4.38,Book by Dee Henderson,goodbooks,https://www.amazon.in/s?k=The+Protector+(O'Malley+#4)
Julie Buxbaum,Tell Me Three Things,4.1,Book by Julie Buxbaum,goodbooks,https://www.amazon.in/s?k=Tell+Me+Three+Things
Cecily von Ziegesar,"The It Girl (It Girl, #1)",3.66,Book by Cecily von Ziegesar,goodbooks,"https://www.amazon.in/s?k=The+It+Girl+(It+Girl,+#1)"
Lynsay Sands,Single White Vampire (Argeneau #3),4.16,Book by Lynsay Sands,goodbooks,https://www.amazon.in/s?k=Single+White+Vampire+(Argeneau+#3)
Robert Jordan,"The Wheel of Time: Boxed Set  (Wheel of Time, #1-8)",4.37,Book by Robert Jordan,goodbooks,"https://www.amazon.in/s?k=The+Wheel+of+Time:+Boxed+Set+(Wheel+of+Time,+#1-8)"
Daniel Goleman,Social Intelligence: The New Science of Human Relationships,3.97,Book by Daniel Goleman,goodbooks,https://www.amazon.in/s?k=Social+Intelligence:+The+New+Science+of+Human+Relationships
"HaveYouSeenThisGirL, Jan Irene Villar",Diary ng Panget,4.4,"Book by HaveYouSeenThisGirL, Jan Irene Villar",goodbooks,https://www.amazon.in/s?k=Diary+ng+Panget
Susan Elizabeth Phillips,"Call Me Irresistible (Wynette, Texas #5)",4.07,Book by Susan Elizabeth Phillips,goodbooks,"https://www.amazon.in/s?k=Call+Me+Irresistible+(Wynette,+Texas+#5)"
Robin S. Sharma,Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari,3.93,Book by Robin S. Sharma,goodbooks,https://www.amazon.in/s?k=Who+Will+Cry+When+You+Die?+Life+Lessons+from+the+Monk+Who+Sold+His+Ferrari
Jennifer McMahon,Promise Not to Tell,3.62,Book by Jennifer McMahon,goodbooks,https://www.amazon.in/s?k=Promise+Not+to+Tell
Debora Geary,"A Modern Witch (A Modern Witch, #1)",3.73,Book by Debora Geary,goodbooks,"https://www.amazon.in/s?k=A+Modern+Witch+(A+Modern+Witch,+#1)"
Andy Andrews,The Traveler's Gift: Seven Decisions that Determine Personal Success,4.1,Book by Andy Andrews,goodbooks,https://www.amazon.in/s?k=The+Traveler's+Gift:+Seven+Decisions+that+Determine+Personal+Success
Elle Casey,"Shine Not Burn (Shine Not Burn, #1)",4.07,Book by Elle Casey,goodbooks,"https://www.amazon.in/s?k=Shine+Not+Burn+(Shine+Not+Burn,+#1)"
Margaret Peterson Haddix,Double Identity,4.01,Book by Margaret Peterson Haddix,goodbooks,https://www.amazon.in/s?k=Double+Identity
"Si Robertson, Mark Schlabach",Si-cology 1: Tales and Wisdom from Duck Dynasty’s Favorite Uncle,3.94,"Book by Si Robertson, Mark Schlabach",goodbooks,https://www.amazon.in/s?k=Si-cology+1:+Tales+and+Wisdom+from+Duck+Dynasty’s+Favorite+Uncle
Tom Angleberger,"Darth Paper Strikes Back (Origami Yoda, #2)",4.12,Book by Tom Angleberger,goodbooks,"https://www.amazon.in/s?k=Darth+Paper+Strikes+Back+(Origami+Yoda,+#2)"
Kady Cross,"The Girl in the Steel Corset (Steampunk Chronicles, #1)",3.81,Book by Kady Cross,goodbooks,"https://www.amazon.in/s?k=The+Girl+in+the+Steel+Corset+(Steampunk+Chronicles,+#1)"
Daniel Glattauer,"Gut gegen Nordwind (Gut gegen Nordwind, #1)",3.88,Book by Daniel Glattauer,goodbooks,"https://www.amazon.in/s?k=Gut+gegen+Nordwind+(Gut+gegen+Nordwind,+#1)"
"James Lincoln Collier, Christopher Collier",My Brother Sam Is Dead,3.39,"Book by James Lincoln Collier, Christopher Collier",goodbooks,https://www.amazon.in/s?k=My+Brother+Sam+Is+Dead
Linda Howard,Dream Man,4.04,Book by Linda Howard,goodbooks,https://www.amazon.in/s?k=Dream+Man
Tom Holland,Rubicon: The Last Years of the Roman Republic,4.17,Book by Tom Holland,goodbooks,https://www.amazon.in/s?k=Rubicon:+The+Last+Years+of+the+Roman+Republic
Stephen King,"The Green Mile, Part 6: Coffey on the Mile",4.55,Book by Stephen King,goodbooks,"https://www.amazon.in/s?k=The+Green+Mile,+Part+6:+Coffey+on+the+Mile"
Laurie Halse Anderson,Catalyst,3.62,Book by Laurie Halse Anderson,goodbooks,https://www.amazon.in/s?k=Catalyst
Molly Harper,"Nice Girls Don't Have Fangs (Jane Jameson, #1)",3.92,Book by Molly Harper,goodbooks,"https://www.amazon.in/s?k=Nice+Girls+Don't+Have+Fangs+(Jane+Jameson,+#1)"
"Anne Rice, Anne Rampling",Belinda,3.6,"Book by Anne Rice, Anne Rampling",goodbooks,https://www.amazon.in/s?k=Belinda
Eloisa James,"When Beauty Tamed the Beast (Fairy Tales, #2)",4.06,Book by Eloisa James,goodbooks,"https://www.amazon.in/s?k=When+Beauty+Tamed+the+Beast+(Fairy+Tales,+#2)"
Richard Paul Evans,"Miles to Go (The Walk, #2)",4.27,Book by Richard Paul Evans,goodbooks,"https://www.amazon.in/s?k=Miles+to+Go+(The+Walk,+#2)"
Julie Garwood,"The Gift (Crown's Spies, #3)",4.17,Book by Julie Garwood,goodbooks,"https://www.amazon.in/s?k=The+Gift+(Crown's+Spies,+#3)"
Derf Backderf,My Friend Dahmer,3.88,Book by Derf Backderf,goodbooks,https://www.amazon.in/s?k=My+Friend+Dahmer
Julie Garwood,"The Lion's Lady (Crown's Spies, #1)",4.16,Book by Julie Garwood,goodbooks,"https://www.amazon.in/s?k=The+Lion's+Lady+(Crown's+Spies,+#1)"
Mary Kay Andrews,Beach Town,3.58,Book by Mary Kay Andrews,goodbooks,https://www.amazon.in/s?k=Beach+Town
Cindy C. Bennett,Heart on a Chain,4.04,Book by Cindy C. Bennett,goodbooks,https://www.amazon.in/s?k=Heart+on+a+Chain
Brian Jacques,"The Legend of Luke (Redwall, #12)",3.99,Book by Brian Jacques,goodbooks,"https://www.amazon.in/s?k=The+Legend+of+Luke+(Redwall,+#12)"
"Dick King-Smith, Maggie Kneen",Babe: The Gallant Pig,4.05,"Book by Dick King-Smith, Maggie Kneen",goodbooks,https://www.amazon.in/s?k=Babe:+The+Gallant+Pig
Wally Lamb,Wishin' and Hopin',3.52,Book by Wally Lamb,goodbooks,https://www.amazon.in/s?k=Wishin'+and+Hopin'
Jack McCallum,"Dream Team: How Michael, Magic, Larry, Charles, and the Greatest Team of All Time Conquered the World and Changed the Game of Basketball Forever",4.16,Book by Jack McCallum,goodbooks,"https://www.amazon.in/s?k=Dream+Team:+How+Michael,+Magic,+Larry,+Charles,+and+the+Greatest+Team+of+All+Time+Conquered+the+World+and+Changed+the+Game+of+Basketball+Forever"
"Kerry Patterson, Joseph Grenny, David Maxfield, Ron McMillan, Al Switzler",Influencer: The Power to Change Anything,3.98,"Book by Kerry Patterson, Joseph Grenny, David Maxfield, Ron McMillan, Al Switzler",goodbooks,https://www.amazon.in/s?k=Influencer:+The+Power+to+Change+Anything
Roger Zelazny,The Hand of Oberon (The Chronicles of Amber #4),4.19,Book by Roger Zelazny,goodbooks,https://www.amazon.in/s?k=The+Hand+of+Oberon+(The+Chronicles+of+Amber+#4)
Maya Banks,"No Place to Run (KGI, #2)",4.29,Book by Maya Banks,goodbooks,"https://www.amazon.in/s?k=No+Place+to+Run+(KGI,+#2)"
"Jeff Smith, Steve Hamaker","The Dragonslayer (Bone, #4)",4.33,"Book by Jeff Smith, Steve Hamaker",goodbooks,"https://www.amazon.in/s?k=The+Dragonslayer+(Bone,+#4)"
Joel Fuhrman,Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss,4.12,Book by Joel Fuhrman,goodbooks,https://www.amazon.in/s?k=Eat+to+Live:+The+Revolutionary+Formula+for+Fast+and+Sustained+Weight+Loss
Tessa Dare,"A Week to Be Wicked (Spindle Cove, #2)",4.12,Book by Tessa Dare,goodbooks,"https://www.amazon.in/s?k=A+Week+to+Be+Wicked+(Spindle+Cove,+#2)"
Ann M. Martin,Rain Reign,4.21,Book by Ann M. Martin,goodbooks,https://www.amazon.in/s?k=Rain+Reign
Karen Chance,"Claimed By Shadow (Cassandra Palmer, #2)",3.98,Book by Karen Chance,goodbooks,"https://www.amazon.in/s?k=Claimed+By+Shadow+(Cassandra+Palmer,+#2)"
"Susan S. Adler, Renée Graef, Nancy Niles","Meet Samantha: An American Girl (American Girls: Samantha, #1)",3.95,"Book by Susan S. Adler, Renée Graef, Nancy Niles",goodbooks,"https://www.amazon.in/s?k=Meet+Samantha:+An+American+Girl+(American+Girls:+Samantha,+#1)"
Sebastian Barry,The Secret Scripture,3.75,Book by Sebastian Barry,goodbooks,https://www.amazon.in/s?k=The+Secret+Scripture
"Greg Rucka, J.H. Williams III, Rachel Maddow",Batwoman: Elegy,4.16,"Book by Greg Rucka, J.H. Williams III, Rachel Maddow",goodbooks,https://www.amazon.in/s?k=Batwoman:+Elegy
Julie Otsuka,When the Emperor Was Divine,3.7,Book by Julie Otsuka,goodbooks,https://www.amazon.in/s?k=When+the+Emperor+Was+Divine
Sophie Jordan,"Foreplay (The Ivy Chronicles, #1)",3.94,Book by Sophie Jordan,goodbooks,"https://www.amazon.in/s?k=Foreplay+(The+Ivy+Chronicles,+#1)"
John Sandford,"Night Prey (Lucas Davenport, #6)",4.14,Book by John Sandford,goodbooks,"https://www.amazon.in/s?k=Night+Prey+(Lucas+Davenport,+#6)"
Dorothy L. Sayers,"Clouds of Witness (Lord Peter Wimsey, #2)",4.04,Book by Dorothy L. Sayers,goodbooks,"https://www.amazon.in/s?k=Clouds+of+Witness+(Lord+Peter+Wimsey,+#2)"
Stephanie Bond,"Body Movers (Body Movers, #1)",3.84,Book by Stephanie Bond,goodbooks,"https://www.amazon.in/s?k=Body+Movers+(Body+Movers,+#1)"
Anthony Bourdain,"The Nasty Bits: Collected Varietal Cuts, Usable Trim, Scraps, and Bones",3.75,Book by Anthony Bourdain,goodbooks,"https://www.amazon.in/s?k=The+Nasty+Bits:+Collected+Varietal+Cuts,+Usable+Trim,+Scraps,+and+Bones"
George Saunders,Lincoln in the Bardo,3.93,Book by George Saunders,goodbooks,https://www.amazon.in/s?k=Lincoln+in+the+Bardo
William Gibson,"Zero History (Blue Ant, #3)",3.93,Book by William Gibson,goodbooks,"https://www.amazon.in/s?k=Zero+History+(Blue+Ant,+#3)"
Chelsea Fine,Sophie & Carter,3.83,Book by Chelsea Fine,goodbooks,https://www.amazon.in/s?k=Sophie+&+Carter
Louis Sachar,"Small Steps (Holes, #2)",3.69,Book by Louis Sachar,goodbooks,"https://www.amazon.in/s?k=Small+Steps+(Holes,+#2)"
Alex Marwood,The Wicked Girls,3.48,Book by Alex Marwood,goodbooks,https://www.amazon.in/s?k=The+Wicked+Girls
Simon R. Green,"Agents of Light and Darkness (Nightside, #2)",4.0,Book by Simon R. Green,goodbooks,"https://www.amazon.in/s?k=Agents+of+Light+and+Darkness+(Nightside,+#2)"
John Brunner,Stand on Zanzibar,3.96,Book by John Brunner,goodbooks,https://www.amazon.in/s?k=Stand+on+Zanzibar
Gwen Cooper,Homer's Odyssey,4.18,Book by Gwen Cooper,goodbooks,https://www.amazon.in/s?k=Homer's+Odyssey
Agatha Christie,"Sad Cypress (Hercule Poirot, #21)",3.83,Book by Agatha Christie,goodbooks,"https://www.amazon.in/s?k=Sad+Cypress+(Hercule+Poirot,+#21)"
"Michael Dante DiMartino, Bryan Konietzko",Avatar Volume 1: The Last Airbender (Avatar #1),4.52,"Book by Michael Dante DiMartino, Bryan Konietzko",goodbooks,https://www.amazon.in/s?k=Avatar+Volume+1:+The+Last+Airbender+(Avatar+#1)
Enid Blyton,"Five Go to Smuggler's Top (Famous Five, #4)",4.03,Book by Enid Blyton,goodbooks,"https://www.amazon.in/s?k=Five+Go+to+Smuggler's+Top+(Famous+Five,+#4)"
Sara Paretsky,"Indemnity Only (V.I. Warshawski, #1)",3.89,Book by Sara Paretsky,goodbooks,"https://www.amazon.in/s?k=Indemnity+Only+(V.I.+Warshawski,+#1)"
Enid Blyton,"Five Run Away Together (Famous Five, #3)",4.03,Book by Enid Blyton,goodbooks,"https://www.amazon.in/s?k=Five+Run+Away+Together+(Famous+Five,+#3)"
Danielle Steel,The Promise,3.93,Book by Danielle Steel,goodbooks,https://www.amazon.in/s?k=The+Promise
Fannie Flagg,A Redbird Christmas,3.86,Book by Fannie Flagg,goodbooks,https://www.amazon.in/s?k=A+Redbird+Christmas
Leon Uris,The Haj,3.99,Book by Leon Uris,goodbooks,https://www.amazon.in/s?k=The+Haj
Guy Gavriel Kay,"The Darkest Road (The Fionavar Tapestry, #3)",4.18,Book by Guy Gavriel Kay,goodbooks,"https://www.amazon.in/s?k=The+Darkest+Road+(The+Fionavar+Tapestry,+#3)"
Bette Greene,"Summer of My German Soldier (Summer of My German Soldier, #1)",3.66,Book by Bette Greene,goodbooks,"https://www.amazon.in/s?k=Summer+of+My+German+Soldier+(Summer+of+My+German+Soldier,+#1)"
"George R.R. Martin, Gardner R. Dozois, Joe Abercrombie, Gillian Flynn, Matthew Hughes, Joe R. Lansdale, Michael Swanwick, David  Ball, Carrie Vaughn, Scott Lynch, Bradley Denton, Cherie Priest, Daniel Abraham, Paul Cornell, Steven Saylor, Garth Nix, Walter Jon Williams, Phyllis Eisenstein, Lisa Tuttle, Neil Gaiman, Connie Willis, Patrick Rothfuss",Rogues,3.86,"Book by George R.R. Martin, Gardner R. Dozois, Joe Abercrombie, Gillian Flynn, Matthew Hughes, Joe R. Lansdale, Michael Swanwick, David  Ball, Carrie Vaughn, Scott Lynch, Bradley Denton, Cherie Priest, Daniel Abraham, Paul Cornell, Steven Saylor, Garth Nix, Walter Jon Williams, Phyllis Eisenstein, Lisa Tuttle, Neil Gaiman, Connie Willis, Patrick Rothfuss",goodbooks,https://www.amazon.in/s?k=Rogues
Jodi Daynard,"The Midwife's Revolt (The Midwife Series, #1)",3.97,Book by Jodi Daynard,goodbooks,"https://www.amazon.in/s?k=The+Midwife's+Revolt+(The+Midwife+Series,+#1)"
Cora Reilly,"Bound by Honor (Born in Blood Mafia Chronicles, #1)",4.14,Book by Cora Reilly,goodbooks,"https://www.amazon.in/s?k=Bound+by+Honor+(Born+in+Blood+Mafia+Chronicles,+#1)"
Tijan,Anti-Stepbrother,4.14,Book by Tijan,goodbooks,https://www.amazon.in/s?k=Anti-Stepbrother
Lara Adrian,"Deeper Than Midnight (Midnight Breed, #9)",4.29,Book by Lara Adrian,goodbooks,"https://www.amazon.in/s?k=Deeper+Than+Midnight+(Midnight+Breed,+#9)"
Faith Hunter,"Mercy Blade (Jane Yellowrock, #3)",4.21,Book by Faith Hunter,goodbooks,"https://www.amazon.in/s?k=Mercy+Blade+(Jane+Yellowrock,+#3)"
Cara Lockwood,I Do -- But I Don't,3.66,Book by Cara Lockwood,goodbooks,https://www.amazon.in/s?k=I+Do+--+But+I+Don't
Judy Schachner,"Skippyjon Jones in Mummy Trouble (Skippyjon Jones, #3)",4.25,Book by Judy Schachner,goodbooks,"https://www.amazon.in/s?k=Skippyjon+Jones+in+Mummy+Trouble+(Skippyjon+Jones,+#3)"
Mason Currey,Daily Rituals: How Artists Work,3.66,Book by Mason Currey,goodbooks,https://www.amazon.in/s?k=Daily+Rituals:+How+Artists+Work
"Kevin Malarkey, Alex Malarkey","The Boy Who Came Back from Heaven: A Remarkable Account of Miracles, Angels, and Life beyond This World",3.89,"Book by Kevin Malarkey, Alex Malarkey",goodbooks,"https://www.amazon.in/s?k=The+Boy+Who+Came+Back+from+Heaven:+A+Remarkable+Account+of+Miracles,+Angels,+and+Life+beyond+This+World"
Kitty French,"Knight & Stay (Knight, #2)",4.19,Book by Kitty French,goodbooks,"https://www.amazon.in/s?k=Knight+&+Stay+(Knight,+#2)"
Jacqueline Winspear,"An Incomplete Revenge (Maisie Dobbs, #5)",4.09,Book by Jacqueline Winspear,goodbooks,"https://www.amazon.in/s?k=An+Incomplete+Revenge+(Maisie+Dobbs,+#5)"
